,presion,temperatura,IWV,ZTD,RMS_ERROR,n
2022-11-27 00:00:00,101041.18164894024,297.58966260016535,55.19961052795962,2.644192453400462,0.008274701069595136,3.0
2022-11-27 01:00:00,101100.74848931073,297.1977588725221,55.10661679565012,2.64534,0.00384,1.0
2022-11-27 02:00:00,101124.25227270994,297.08500444808845,55.93691791699961,2.651103314104646,0.0034017058875158326,3.0
2022-11-27 03:00:00,101112.94892649505,296.88686317796714,55.15034830857445,2.6461760824832736,0.003140112593301329,3.0
2022-11-27 04:00:00,101086.57445199366,296.29900758650234,54.57539980276212,2.6425657593214913,0.00132606052438003,3.0
2022-11-27 05:00:00,101073.29750564601,296.19610549041727,56.22245459586802,2.6525448435968113,0.0006391225350757936,3.0
2022-11-27 06:00:00,101000.45371892788,296.2026737093163,55.29357040250321,2.645132470917636,0.0024298675860995843,3.0
2022-11-27 07:00:00,100993.27699117239,296.4040990888871,54.547717753328364,2.640170398926121,0.0027873927464463467,3.0
2022-11-27 08:00:00,100958.11102517052,296.17968494316966,55.22344562421925,2.643754636019635,0.0024342394607853694,3.0
2022-11-27 09:00:00,100990.76513645798,296.0953928006319,55.41738517755609,2.645777723753679,0.0017911878277528214,3.0
2022-11-27 10:00:00,101129.81423672044,297.29628215600786,54.12149550152504,2.639836919096805,0.004033195755915759,3.0
2022-11-27 11:00:00,101193.68711374422,297.9859451404079,54.93977993743972,2.645704766530036,0.0017683287759043592,3.0
2022-11-27 12:00:00,101277.29599209559,299.0094925855096,54.88291263461873,2.6463248835144224,0.002133628763419442,3.0
2022-11-27 13:00:00,101316.22974016907,300.5278458543396,54.47449172137135,2.6433366989366864,0.0014469864392612016,3.0
2022-11-27 14:00:00,101294.52013870874,301.7374928349143,54.149976102661206,2.639781763062247,0.003084874036798447,3.0
2022-11-27 15:00:00,101228.6736615522,304.30785583074186,55.432536030268466,2.6437777771197717,0.0012138023660829306,3.0
2022-11-27 16:00:00,101117.07554495445,304.9975188151419,54.60796405073958,2.6356364153899157,0.0013772850014673772,3.0
2022-11-27 17:00:00,100978.02644469199,305.6280678294505,57.11776304070552,2.6470463036648266,0.0026154518391060364,3.0
2022-11-27 18:00:00,100851.89545438939,305.14201963092097,56.21641642528085,2.639173777960355,0.006949414429845271,3.0
2022-11-27 19:00:00,100769.54250339525,304.1830596716599,55.11204120696271,2.631479815851863,0.0013333408986223765,3.0
2022-11-27 20:00:00,100776.36039476295,302.815775437508,59.51310933976574,2.6595951089340355,0.005611379320435881,3.0
2022-11-27 21:00:00,100760.5715937009,299.83599346363985,55.175951036716974,2.635584153598712,0.0036414414224724915,3.0
2022-11-27 22:00:00,100751.60068400654,298.7369115011991,52.91499448694464,2.6224983720930233,0.0021934999851755217,3.0
2022-11-27 23:00:00,100841.48919914395,298.51468676178126,52.77928211600064,2.623909907443527,0.004373890191653084,3.0
2022-11-28 00:00:00,100903.92673061664,298.6635663901597,53.70734718422466,2.630904464466087,0.01393101886838114,3.0
2022-11-28 01:00:00,100959.9052071094,298.3658071334029,58.7880698689579,2.6636868422521554,0.02027937676688502,3.0
2022-11-28 02:00:00,100986.99735438635,298.0505326262485,54.185512186502635,2.6362905821108704,0.0038202259247097155,3.0
2022-11-28 03:00:00,100977.8470264981,297.4911393166796,56.173514557131384,2.6488417412902803,0.002882344560124017,3.0
2022-11-28 04:00:00,100944.29582424123,297.43640415918753,54.3266315775689,2.636743758661102,0.003866534135386664,3.0
2022-11-28 05:00:00,100922.22738639312,297.36196434499834,56.165760280107065,2.6476472973400798,0.0054431745204598925,3.0
2022-11-28 06:00:00,100851.17778161385,297.12660316778243,54.81042134768969,2.637887473436342,0.002861119351663596,3.0
2022-11-28 07:00:00,100840.77152636841,296.86715852127,54.8602106066533,2.6381965843684503,0.005289657859657795,3.0
2022-11-28 08:00:00,100796.81406886608,296.6077138747576,54.942459397674675,2.637941932192267,0.001924484023426896,3.0
2022-11-28 09:00:00,100815.6529792242,296.4697812778776,53.719877457918415,2.6309431894963753,0.0024661663884151534,3.0
2022-11-28 10:00:00,100884.19072928907,298.21035928612537,54.42267020803427,2.6352603950759366,0.0016386567568574188,3.0
2022-11-28 11:00:00,100953.26673393558,299.2503272784747,53.01945337120888,2.6272861320136056,0.0018985575092479398,3.0
2022-11-28 12:00:00,101005.11859196893,299.93123263767603,53.39505249748625,2.630169984687392,0.00028437065056230427,3.0
2022-11-28 13:00:00,101005.11859196893,301.6750947553733,54.08406038275446,2.632836099477215,0.0016768439969563995,3.0
2022-11-28 14:00:00,100969.05553499763,302.4994062272039,54.284995665631534,2.632506846263233,0.0022553523149750564,3.0
2022-11-28 15:00:00,100861.22520047153,304.14912387401483,55.413640380833705,2.635426483494701,0.003456253967162478,3.0
2022-11-28 16:00:00,100697.95464403431,304.9767194552949,56.44836770738386,2.6372139117347135,0.0015925294363845033,3.0
2022-11-28 17:00:00,100595.5068553248,306.149146528775,56.36994566242352,2.633344102821801,0.011559629165227394,3.0
2022-11-28 18:00:00,100427.9302622343,303.61490873689223,58.91899788580059,2.6472755169868023,0.005939180739537361,3.0
2022-11-28 19:00:00,100490.00895731922,303.34232765258173,56.86503135994853,2.636490815565265,0.004322272254976538,3.0
2022-11-28 20:00:00,100533.78699662766,301.28319102773014,62.29850873183565,2.672546518325993,0.015417598008080756,3.0
2022-11-28 21:00:00,100567.51761707843,298.9131587083235,56.807120547209095,2.6420411181927714,0.0047124968283472225,3.0
2022-11-28 22:00:00,100585.45943646714,298.4008376341978,61.5582574144926,2.6721450325561142,0.0014161216699049783,3.0
