,presion,temperatura,IWV,ZTD,RMS_ERROR,n
2022-11-27 00:00:00,101122.45809077106,297.36634315759767,38.36028113164811,2.2707912584363967,0.002958261222007344,3.0
2022-11-27 01:00:00,101225.9823886439,296.51575881017095,37.54146498355899,2.2683625073690217,0.0013911884856542007,2.0
2022-11-27 02:00:00,101288.95817469824,295.93885025020455,36.70500330184989,2.2648178351893096,9.504229741758484e-05,2.0
2022-11-27 03:00:00,101396.96792741826,295.3849304563848,36.246586470041095,2.2644933601812234,0.0004208440090396071,2.0
2022-11-27 04:00:00,101435.0045845223,295.0160154948883,35.89440641800767,2.2633002875399364,0.0008828025477253029,2.0
2022-11-27 05:00:00,101400.01803671433,293.98918394033706,34.90898206289755,2.2570928367120247,0.0003652026089369258,2.0
2022-11-27 06:00:00,101351.21628797706,293.43088533391796,33.80384895692359,2.2495574781595806,0.001476544682335742,2.0
2022-11-27 07:00:00,101315.51206739353,293.3279832378329,30.817099485765503,2.23028,0.001980000000000093,2.0
2022-11-27 08:00:00,101270.83693711566,293.0356974968252,32.60041341021202,2.240661738268341,0.0009156043593129983,2.0
2022-11-27 09:00:00,101251.45977217586,292.15008264860353,33.0109915337518,2.2433370791698692,0.0013510368663593997,2.0
2022-11-27 10:00:00,101228.6736615522,291.72424312331526,33.5387239403889,2.2464261199000832,0.0001501247920133648,2.0
2022-11-27 11:00:00,101324.303558894,292.06250639661624,33.392030903374675,2.247236055384615,0.0002551568265683704,2.0
2022-11-27 12:00:00,101415.26858319473,294.22454511755296,33.980098353294366,2.251483043714855,0.0022604098657960734,2.0
2022-11-27 13:00:00,101536.73470045626,294.3876558868793,34.1454829654104,2.25486,0.00021000000000004349,2.0
2022-11-27 14:00:00,101577.8214668564,295.89177801476137,34.466349127809565,2.2568005211985978,0.0012758123606244453,2.0
2022-11-27 15:00:00,101600.60757748006,298.0932260490924,34.72944472878702,2.257602360712234,0.0012507175660159732,2.0
2022-11-27 16:00:00,101573.51543020312,298.53439141847844,34.394781091014586,2.2547449103510626,0.0011634647006847469,2.0
2022-11-27 17:00:00,101517.53695371035,299.7221443360563,35.58254615580979,2.260216464968153,0.0035339580685413118,2.0
2022-11-27 18:00:00,101389.07352688722,300.77853287565324,35.53035798082399,2.2566927762537037,0.001875205727452346,2.0
2022-11-27 19:00:00,101223.82937031725,299.9826836857186,40.18791620679047,2.2823474445797807,0.0017978146977087885,2.0
2022-11-27 20:00:00,101109.00172622954,297.7057011340485,35.69899496417917,2.2539098541640015,0.0009360752619464411,2.0
2022-11-27 21:00:00,101031.31364827645,296.86496911497034,38.566864078960336,2.2705561548575606,0.0008101183172655319,2.0
2022-11-27 22:00:00,101079.39772423818,296.31214402430044,35.97742652488226,2.255872021403092,0.001787119952492227,2.0
2022-11-27 23:00:00,101172.33634867167,294.7861278334216,34.61429803880995,2.250208417688898,0.00040331220514458905,2.0
2022-11-28 00:00:00,101210.01416938794,294.2201663049536,37.77536985479609,2.270957576725868,0.007401099635931425,2.0
2022-11-28 01:00:00,101320.35635862849,294.9689432594451,34.403460752557145,2.2517701064715894,0.00057502082277105,2.0
2022-11-28 02:00:00,101385.48516300948,296.4796336062262,31.212557689293487,2.232480001293884,0.0056179575341814185,2.0
2022-11-28 03:00:00,101457.4318587582,295.2021150303613,30.231429578771948,2.228517115393027,0.005199451767682713,2.0
2022-11-28 04:00:00,101409.16836460258,294.5015050144628,27.52724347972848,2.211103323462731,0.0019607252208500405,2.0
2022-11-28 05:00:00,101339.01585079274,293.96728987734025,29.9925812299399,2.2252845605700715,0.0009522511848191099,2.0
2022-11-28 06:00:00,101235.6709711138,292.6755401605274,30.371315614549804,2.2262354650728424,0.0006257364891946072,2.0
2022-11-28 07:00:00,101160.85358426289,292.27159469823596,31.530213125849126,2.2321872706908747,0.0014155218793557086,2.0
2022-11-28 08:00:00,101097.33954362688,291.6695079658232,31.322875440566445,2.2299392936650846,0.001849896894829267,2.0
2022-11-28 09:00:00,101063.42950498222,291.2830777539292,30.78490392996152,2.226094345941352,0.0003131558118802688,2.0
2022-11-28 10:00:00,101138.96456460867,291.3290552862225,30.978579521618414,2.22880334935305,0.00030357670399470195,2.0
2022-11-28 11:00:00,101134.4791097615,291.2600889877825,31.331584113072257,2.2309633538461537,0.0030709462363814116,2.0
2022-11-28 12:00:00,101177.53947629439,292.32961396517754,29.778728801728757,2.221542847319496,0.003581191687122924,2.0
2022-11-28 13:00:00,101225.9823886439,293.1221790456627,29.941031338380178,2.2231234441260748,0.002065544469067356,2.0
2022-11-28 14:00:00,101294.69955690263,296.1315180045766,30.654535906794113,2.2273850185706245,0.002921153793526198,2.0
2022-11-28 15:00:00,101280.70493777945,298.0527220325482,30.07028748063165,2.222518715108551,0.0033968097914804395,2.0
2022-11-28 16:00:00,101247.69199010423,298.3088825696111,30.46879797118455,2.224176621929299,0.0027107320689525208,2.0
2022-11-28 17:00:00,101149.19140166024,300.14360504874526,30.425580935533883,2.221002490566038,0.0006072744360295239,2.0
2022-11-28 18:00:00,101060.55881388004,300.2300865975827,31.973504573016225,2.228645674312834,0.005650307521619306,2.0
2022-11-28 19:00:00,100948.42244270063,300.78181698510275,35.71831087885881,2.2489743671645046,0.000840805884195158,2.0
2022-11-28 20:00:00,100843.28338108282,299.89510743373125,37.663175901936285,2.2592907020357806,0.001974344603288219,2.0
2022-11-28 21:00:00,100787.48432278394,299.90605446522966,35.52875942605402,2.245092307217767,0.00030296848132320225,2.0
2022-11-28 22:00:00,100804.34963300933,298.6099259358175,34.6741007387817,2.2409445431472084,0.0003585678373665411,2.0
2022-11-28 23:00:00,100847.23058134834,298.24757919322,36.884567749718315,2.25561233795429,0.002413082524117912,2.0
2022-11-29 00:00:00,100934.96607815911,297.1495919339291,37.25501860233618,2.2603407079646014,0.005058991213091185,2.0
2022-11-29 01:00:00,101058.94405013505,295.659700946995,37.894007561546665,2.2677287873619965,0.0021655186211920344,2.0
2022-11-29 02:00:00,101136.27329170037,294.79050664602096,35.998451094644665,2.2580743351206434,0.0022015207331703827,2.0
2022-11-29 03:00:00,101149.19140166024,293.78228504501703,35.99375447475387,2.25892429964469,5.603121990240577e-05,2.0
2022-11-29 04:00:00,101179.33365823326,293.6257424945897,35.793959095225155,2.2583826658413733,0.00451213063023329,2.0
2022-11-29 05:00:00,101125.14936367937,293.42212770871924,33.106334102073795,2.2406676901856764,0.0039934672726578534,2.0
2022-11-29 06:00:00,101068.45321441107,293.21960762599855,33.89810650190914,2.2445794011917553,0.0012831183005035617,2.0
2022-11-29 07:00:00,100988.43269993745,292.9645417920855,33.350747727102814,2.239702596685083,0.000789313186453486,2.0
2022-11-29 08:00:00,100920.07436806647,292.59124801798964,33.39711026029127,2.2388312722948873,0.001822161520188353,2.0
2022-11-29 09:00:00,100888.67618413625,292.1511773517534,34.00998512754032,2.2422860972568577,0.0024068858553493175,2.0
2022-11-29 10:00:00,100966.54368028323,291.8424710634981,33.22976926295495,2.2391503375018833,0.0034853574583284465,2.0
2022-11-29 11:00:00,100994.35350033571,291.79539882805494,33.71927761931339,2.2428012880937693,0.003857798662179547,2.0
2022-11-29 12:00:00,101085.85677921811,293.1911453441027,34.243337488505105,2.247098993729036,0.0017764298167588185,2.0
2022-11-29 13:00:00,101160.49474787513,294.3810876679803,33.053794469009404,2.2405092487989515,0.0021601929721295895,2.0
2022-11-29 14:00:00,101122.0992543833,297.9749981089095,33.36002324933392,2.2396158338492014,0.00026581769932162514,2.0
2022-11-29 15:00:00,101079.93597881983,299.4331427044982,33.280529667991395,2.2374703098462247,0.0009804496444138083,2.0
2022-11-29 16:00:00,100945.73116979233,300.020998295963,33.35051230900368,2.234874945476333,0.0032538843202454325,2.0
2022-11-29 17:00:00,100868.58134642089,302.39212531851945,33.55009252921995,2.233238057930331,0.0005232310419634447,2.0
2022-11-29 18:00:00,100774.02795824241,302.61435005793726,35.2757838086493,2.2417040344827583,0.0015862924898195953,2.0
2022-11-29 19:00:00,100696.87813487099,302.2738973783366,37.138834309852136,2.2516829013641133,0.004532584328496793,2.0
2022-11-29 20:00:00,100640.36140379656,301.07191331981073,41.34888279271117,2.276974478382448,0.0012127686664109992,2.0
2022-11-29 21:00:00,100587.07420021211,300.6603049354704,40.24939662659317,2.269464055045871,0.0020838095237976865,2.0
2022-11-29 22:00:00,100602.68358308029,299.01387139810896,40.053567036386426,2.2696726606981192,0.0015751584188290868,2.0
2022-11-29 23:00:00,100629.23747577558,297.95200934276284,42.3208873025399,2.28487240592474,0.001927462817845041,2.0
2022-11-30 00:00:00,100718.76715452521,297.62250369466057,40.32543543206138,2.2746128271495505,0.0008351902820683045,2.0
2022-11-30 01:00:00,100835.92723513345,296.79709751968016,42.09473435840378,2.28845377305858,0.004204415963315467,2.0
2022-11-30 02:00:00,100932.81305983246,295.5765035076071,41.05696761847143,2.2848408910891087,0.0014883494086929765,2.0
2022-11-30 03:00:00,101006.01568293838,294.1063171773701,42.95379662820365,2.299139569940643,0.0012121047860046232,2.0
2022-11-30 04:00:00,100996.68593685624,293.8808083285028,42.241262851060036,2.2946823804004217,0.0011061920258360327,2.0
2022-11-30 05:00:00,100912.35938572933,293.665151807984,40.63322596469807,2.2831269431015246,0.001730423578102156,2.0
2022-11-30 06:00:00,100860.1486913082,293.41665419297004,40.762751606819286,2.283056879649891,0.0007911892270752273,2.0
2022-11-30 07:00:00,100799.86417816216,293.21194470394965,41.08419131331689,2.283991738074588,0.00019263256572687952,2.0
2022-11-30 08:00:00,100728.4557369951,293.3115626905852,40.86198998551113,2.2810997426864756,0.002480878938026734,2.0
2022-11-30 09:00:00,100763.26286660919,293.14297840550967,40.64196607461669,2.280545918402479,0.0001542404993400537,2.0
2022-11-30 10:00:00,100909.48869462714,293.11780023306335,41.030071736588816,2.285925911819888,9.935352143849265e-05,2.0
2022-11-30 11:00:00,100927.43051401584,292.6722560510779,39.832473424493884,2.279122114700881,0.0003742926299168234,2.0
2022-11-30 12:00:00,101002.42731906063,293.71441344972686,38.66088801028432,2.272622428271519,0.0036315302779438303,2.0
2022-11-30 13:00:00,101093.03350697359,294.3854664805796,38.07140552362114,2.2703378048780487,0.0006194046622632763,2.0
2022-11-30 14:00:00,101112.05183552562,296.3625003691931,38.94603082202447,2.274850879535559,0.0017554496994538126,2.0
2022-11-30 15:00:00,101066.4796142783,299.34447174936105,38.33778985480973,2.2682612815665095,0.0012574450512834645,2.0
2022-11-30 16:00:00,100955.41975226223,299.81738351009255,37.70800489040874,2.2618695459442817,0.0009921326695688651,2.0
2022-11-30 17:00:00,100846.51290857278,300.46654247794845,37.69799140105416,2.2592130662944867,0.0012174214262238433,2.0
2022-11-30 18:00:00,100756.62439343537,301.4605329380044,37.09962800341528,2.253140079398245,0.002136867233445951,2.0
2022-11-30 19:00:00,100594.60976435537,300.6471684976723,39.413550842340335,2.264516688939267,0.006719286500550118,2.0
2022-11-30 20:00:00,100571.64423553782,298.7796049240429,40.97532048628358,2.2748654484961404,0.004054839129998524,2.0
2022-11-30 21:00:00,100649.5117316848,297.5973255222142,42.84213179921346,2.2887431078365705,0.0011409970905268223,2.0
2022-11-30 22:00:00,100593.71267338593,296.79052930078115,44.27674619724505,2.2970596840582935,0.0023149283111343075,2.0
2022-11-30 23:00:00,100667.09471468574,296.3592162597436,46.31523166481738,2.311460111569473,0.002288422580035305,2.0
2022-12-01 00:00:00,100701.18417152428,295.99577481399626,47.56423046141676,2.3201594187400745,0.005422735138598431,2.0
2022-12-01 01:00:00,100782.99886793677,295.11344407522415,45.392377211952805,2.3090436239151395,0.0023909215346058416,2.0
2022-12-01 02:00:00,100859.43101853265,294.7171615349816,43.307759582032745,2.297941440017806,0.0018232348366937555,2.0
2022-12-01 03:00:00,100914.33298586209,293.7888532639161,44.70687220218425,2.3084428364289997,0.0013679390032562385,2.0
2022-12-01 04:00:00,100912.17996753544,293.8479672340075,43.89861207240065,2.303322956836392,0.000992503176436245,2.0
